Time (CET);Imports;Exports
04.05.2021 07:00 - 04.05.2021 08:00;3462;2317
04.05.2021 08:00 - 04.05.2021 09:00;3753;1972
04.05.2021 09:00 - 04.05.2021 10:00;2706;288
04.05.2021 10:00 - 04.05.2021 11:00;2164;298
04.05.2021 11:00 - 04.05.2021 12:00;2189;987
04.05.2021 12:00 - 04.05.2021 13:00;1996;1427
04.05.2021 13:00 - 04.05.2021 14:00;2202;1909
04.05.2021 14:00 - 04.05.2021 15:00;2133;2344
04.05.2021 15:00 - 04.05.2021 16:00;1965;2330
04.05.2021 16:00 - 04.05.2021 17:00;2113;2911
04.05.2021 17:00 - 04.05.2021 18:00;2147;2314
04.05.2021 18:00 - 04.05.2021 19:00;2103;4882
04.05.2021 19:00 - 04.05.2021 20:00;2232;974
04.05.2021 20:00 - 04.05.2021 21:00;2750;0
04.05.2021 21:00 - 04.05.2021 22:00;3406;0
04.05.2021 22:00 - 04.05.2021 23:00;2265;0
04.05.2021 23:00 - 05.05.2021 00:00;2190;391
05.05.2021 00:00 - 05.05.2021 01:00;2666;0
05.05.2021 01:00 - 05.05.2021 02:00;2498;153
05.05.2021 02:00 - 05.05.2021 03:00;2572;0
05.05.2021 03:00 - 05.05.2021 04:00;2508;254
05.05.2021 04:00 - 05.05.2021 05:00;2569;0
05.05.2021 05:00 - 05.05.2021 06:00;2515;60
05.05.2021 06:00 - 05.05.2021 07:00;2675;0
05.05.2021 07:00 - 05.05.2021 08:00;3046;0
05.05.2021 08:00 - 05.05.2021 09:00;2709;0
05.05.2021 09:00 - 05.05.2021 10:00;2184;0
05.05.2021 10:00 - 05.05.2021 11:00;2580;694
05.05.2021 11:00 - 05.05.2021 12:00;2326;743
05.05.2021 12:00 - 05.05.2021 13:00;2345;1115
05.05.2021 13:00 - 05.05.2021 14:00;2415;1339
05.05.2021 14:00 - 05.05.2021 15:00;2336;1426
05.05.2021 15:00 - 05.05.2021 16:00;2395;2067
05.05.2021 16:00 - 05.05.2021 17:00;2208;1787
05.05.2021 17:00 - 05.05.2021 18:00;2297;1199
05.05.2021 18:00 - 05.05.2021 19:00;2372;2317
05.05.2021 19:00 - 05.05.2021 20:00;2528;10
05.05.2021 20:00 - 05.05.2021 21:00;2726;0
05.05.2021 21:00 - 05.05.2021 22:00;4407;0
05.05.2021 22:00 - 05.05.2021 23:00;2713;0
05.05.2021 23:00 - 06.05.2021 00:00;2155;0
06.05.2021 00:00 - 06.05.2021 01:00;2235;0
06.05.2021 01:00 - 06.05.2021 02:00;2680;45
06.05.2021 02:00 - 06.05.2021 03:00;2507;338
06.05.2021 03:00 - 06.05.2021 04:00;2707;688
06.05.2021 04:00 - 06.05.2021 05:00;2703;1122
06.05.2021 05:00 - 06.05.2021 06:00;2375;1598
06.05.2021 06:00 - 06.05.2021 07:00;1409;1410
06.05.2021 07:00 - 06.05.2021 08:00;3073;1337
06.05.2021 08:00 - 06.05.2021 09:00;3118;1282
06.05.2021 09:00 - 06.05.2021 10:00;1963;1047
06.05.2021 10:00 - 06.05.2021 11:00;0;1142
06.05.2021 11:00 - 06.05.2021 12:00;0;617
06.05.2021 12:00 - 06.05.2021 13:00;0;703
06.05.2021 13:00 - 06.05.2021 14:00;0;1244
06.05.2021 14:00 - 06.05.2021 15:00;0;1342
06.05.2021 15:00 - 06.05.2021 16:00;0;1896
06.05.2021 16:00 - 06.05.2021 17:00;0;3146
06.05.2021 17:00 - 06.05.2021 18:00;0;3154
06.05.2021 18:00 - 06.05.2021 19:00;0;3015
06.05.2021 19:00 - 06.05.2021 20:00;0;2030
06.05.2021 20:00 - 06.05.2021 21:00;1591;1179
06.05.2021 21:00 - 06.05.2021 22:00;2645;0
06.05.2021 22:00 - 06.05.2021 23:00;1754;470
06.05.2021 23:00 - 07.05.2021 00:00;1340;539
07.05.2021 00:00 - 07.05.2021 01:00;212;1308
07.05.2021 01:00 - 07.05.2021 02:00;1878;3808
07.05.2021 02:00 - 07.05.2021 03:00;1608;4096
07.05.2021 03:00 - 07.05.2021 04:00;2488;3777
07.05.2021 04:00 - 07.05.2021 05:00;2509;3754
07.05.2021 05:00 - 07.05.2021 06:00;2230;3669
07.05.2021 06:00 - 07.05.2021 07:00;517;1577
07.05.2021 07:00 - 07.05.2021 08:00;2284;1388
07.05.2021 08:00 - 07.05.2021 09:00;2306;1601
07.05.2021 09:00 - 07.05.2021 10:00;808;1593
07.05.2021 10:00 - 07.05.2021 11:00;0;2281
07.05.2021 11:00 - 07.05.2021 12:00;911;1952
07.05.2021 12:00 - 07.05.2021 13:00;1290;1710
07.05.2021 13:00 - 07.05.2021 14:00;2305;2022
07.05.2021 14:00 - 07.05.2021 15:00;2609;2626
07.05.2021 15:00 - 07.05.2021 16:00;2628;3007
07.05.2021 16:00 - 07.05.2021 17:00;2605;3710
07.05.2021 17:00 - 07.05.2021 18:00;2551;4382
07.05.2021 18:00 - 07.05.2021 19:00;2409;3898
07.05.2021 19:00 - 07.05.2021 20:00;947;2103
07.05.2021 20:00 - 07.05.2021 21:00;2151;0
07.05.2021 21:00 - 07.05.2021 22:00;3564;0
07.05.2021 22:00 - 07.05.2021 23:00;3088;0
07.05.2021 23:00 - 08.05.2021 00:00;2854;759
08.05.2021 00:00 - 08.05.2021 01:00;2283;766
08.05.2021 01:00 - 08.05.2021 02:00;2376;1413
08.05.2021 02:00 - 08.05.2021 03:00;2404;2327
08.05.2021 03:00 - 08.05.2021 04:00;2340;2486
08.05.2021 04:00 - 08.05.2021 05:00;2372;2547
08.05.2021 05:00 - 08.05.2021 06:00;2366;2577
08.05.2021 06:00 - 08.05.2021 07:00;2322;2944
08.05.2021 07:00 - 08.05.2021 08:00;1931;3569
08.05.2021 08:00 - 08.05.2021 09:00;2183;2419
08.05.2021 09:00 - 08.05.2021 10:00;2476;3015
08.05.2021 10:00 - 08.05.2021 11:00;2063;2886
08.05.2021 11:00 - 08.05.2021 12:00;827;3006
08.05.2021 12:00 - 08.05.2021 13:00;0;3149
08.05.2021 13:00 - 08.05.2021 14:00;104;3537
08.05.2021 14:00 - 08.05.2021 15:00;2267;3522
08.05.2021 15:00 - 08.05.2021 16:00;1723;3493
08.05.2021 16:00 - 08.05.2021 17:00;1017;3439
08.05.2021 17:00 - 08.05.2021 18:00;615;3461
08.05.2021 18:00 - 08.05.2021 19:00;0;3570
08.05.2021 19:00 - 08.05.2021 20:00;0;2037
08.05.2021 20:00 - 08.05.2021 21:00;0;2378
08.05.2021 21:00 - 08.05.2021 22:00;0;2239
08.05.2021 22:00 - 08.05.2021 23:00;0;2319
08.05.2021 23:00 - 09.05.2021 00:00;0;3115
09.05.2021 00:00 - 09.05.2021 01:00;195;3398
09.05.2021 01:00 - 09.05.2021 02:00;499;3349
09.05.2021 02:00 - 09.05.2021 03:00;0;2739
09.05.2021 03:00 - 09.05.2021 04:00;1562;2291
09.05.2021 04:00 - 09.05.2021 05:00;1792;1767
09.05.2021 05:00 - 09.05.2021 06:00;651;1683
09.05.2021 06:00 - 09.05.2021 07:00;1412;1547
09.05.2021 07:00 - 09.05.2021 08:00;2150;1731
09.05.2021 08:00 - 09.05.2021 09:00;1784;2156
09.05.2021 09:00 - 09.05.2021 10:00;2635;1790
09.05.2021 10:00 - 09.05.2021 11:00;2656;2165
09.05.2021 11:00 - 09.05.2021 12:00;2668;2833
09.05.2021 12:00 - 09.05.2021 13:00;2294;3681
09.05.2021 13:00 - 09.05.2021 14:00;2737;3651
09.05.2021 14:00 - 09.05.2021 15:00;2348;3114
09.05.2021 15:00 - 09.05.2021 16:00;2298;2872
09.05.2021 16:00 - 09.05.2021 17:00;2399;2394
09.05.2021 17:00 - 09.05.2021 18:00;0;2084
09.05.2021 18:00 - 09.05.2021 19:00;0;2012
09.05.2021 19:00 - 09.05.2021 20:00;0;2070
09.05.2021 20:00 - 09.05.2021 21:00;0;1643
09.05.2021 21:00 - 09.05.2021 22:00;0;1048
09.05.2021 22:00 - 09.05.2021 23:00;0;1231
09.05.2021 23:00 - 10.05.2021 00:00;0;1709
10.05.2021 00:00 - 10.05.2021 01:00;0;1558
10.05.2021 01:00 - 10.05.2021 02:00;0;1806
10.05.2021 02:00 - 10.05.2021 03:00;1070;1826
10.05.2021 03:00 - 10.05.2021 04:00;2417;2018
10.05.2021 04:00 - 10.05.2021 05:00;2318;1750
10.05.2021 05:00 - 10.05.2021 06:00;2032;1765
10.05.2021 06:00 - 10.05.2021 07:00;1903;1008
10.05.2021 07:00 - 10.05.2021 08:00;2157;1349
10.05.2021 08:00 - 10.05.2021 09:00;3361;1289
10.05.2021 09:00 - 10.05.2021 10:00;2832;350
10.05.2021 10:00 - 10.05.2021 11:00;2752;1538
10.05.2021 11:00 - 10.05.2021 12:00;2614;1726
10.05.2021 12:00 - 10.05.2021 13:00;2392;1677
10.05.2021 13:00 - 10.05.2021 14:00;2379;1614
10.05.2021 14:00 - 10.05.2021 15:00;1824;1607
10.05.2021 15:00 - 10.05.2021 16:00;329;1592
10.05.2021 16:00 - 10.05.2021 17:00;0;1575
10.05.2021 17:00 - 10.05.2021 18:00;0;847
10.05.2021 18:00 - 10.05.2021 19:00;0;1964
10.05.2021 19:00 - 10.05.2021 20:00;0;62
10.05.2021 20:00 - 10.05.2021 21:00;884;0
10.05.2021 21:00 - 10.05.2021 22:00;1744;0
10.05.2021 22:00 - 10.05.2021 23:00;604;0
10.05.2021 23:00 - 11.05.2021 00:00;0;237
11.05.2021 00:00 - 11.05.2021 01:00;0;991
11.05.2021 01:00 - 11.05.2021 02:00;0;1757
11.05.2021 02:00 - 11.05.2021 03:00;0;1647
11.05.2021 03:00 - 11.05.2021 04:00;0;2001
11.05.2021 04:00 - 11.05.2021 05:00;0;2153
11.05.2021 05:00 - 11.05.2021 06:00;0;2057
11.05.2021 06:00 - 11.05.2021 07:00;0;2037
11.05.2021 07:00 - 11.05.2021 08:00;0;1514
11.05.2021 08:00 - 11.05.2021 09:00;0;1474
11.05.2021 09:00 - 11.05.2021 10:00;0;2724
11.05.2021 10:00 - 11.05.2021 11:00;0;2911
11.05.2021 11:00 - 11.05.2021 12:00;0;3483
11.05.2021 12:00 - 11.05.2021 13:00;0;3574
11.05.2021 13:00 - 11.05.2021 14:00;0;3600
11.05.2021 14:00 - 11.05.2021 15:00;0;3734
11.05.2021 15:00 - 11.05.2021 16:00;0;3968
11.05.2021 16:00 - 11.05.2021 17:00;0;3992
11.05.2021 17:00 - 11.05.2021 18:00;0;3199
11.05.2021 18:00 - 11.05.2021 19:00;0;3095
11.05.2021 19:00 - 11.05.2021 20:00;0;2311
11.05.2021 20:00 - 11.05.2021 21:00;0;96
11.05.2021 21:00 - 11.05.2021 22:00;1806;618
11.05.2021 22:00 - 11.05.2021 23:00;1659;572
11.05.2021 23:00 - 12.05.2021 00:00;1245;785
12.05.2021 00:00 - 12.05.2021 01:00;1599;804
12.05.2021 01:00 - 12.05.2021 02:00;0;555
12.05.2021 02:00 - 12.05.2021 03:00;0;209
12.05.2021 03:00 - 12.05.2021 04:00;231;0
12.05.2021 04:00 - 12.05.2021 05:00;383;0
12.05.2021 05:00 - 12.05.2021 06:00;384;0
12.05.2021 06:00 - 12.05.2021 07:00;455;0
12.05.2021 07:00 - 12.05.2021 08:00;1423;0
12.05.2021 08:00 - 12.05.2021 09:00;1760;334
12.05.2021 09:00 - 12.05.2021 10:00;1138;1433
12.05.2021 10:00 - 12.05.2021 11:00;123;1379
12.05.2021 11:00 - 12.05.2021 12:00;0;2861
12.05.2021 12:00 - 12.05.2021 13:00;0;2025
12.05.2021 13:00 - 12.05.2021 14:00;0;1519
12.05.2021 14:00 - 12.05.2021 15:00;0;3017
12.05.2021 15:00 - 12.05.2021 16:00;0;2399
12.05.2021 16:00 - 12.05.2021 17:00;0;2376
12.05.2021 17:00 - 12.05.2021 18:00;0;4842
12.05.2021 18:00 - 12.05.2021 19:00;0;5718
12.05.2021 19:00 - 12.05.2021 20:00;0;4686
12.05.2021 20:00 - 12.05.2021 21:00;0;2476
12.05.2021 21:00 - 12.05.2021 22:00;0;532
12.05.2021 22:00 - 12.05.2021 23:00;0;2695
12.05.2021 23:00 - 13.05.2021 00:00;1346;3363
13.05.2021 00:00 - 13.05.2021 01:00;0;625
13.05.2021 01:00 - 13.05.2021 02:00;0;1090
13.05.2021 02:00 - 13.05.2021 03:00;0;1774
13.05.2021 03:00 - 13.05.2021 04:00;0;1495
13.05.2021 04:00 - 13.05.2021 05:00;0;2000
13.05.2021 05:00 - 13.05.2021 06:00;0;2102
13.05.2021 06:00 - 13.05.2021 07:00;978;2619
13.05.2021 07:00 - 13.05.2021 08:00;1981;2488
13.05.2021 08:00 - 13.05.2021 09:00;2065;2571
13.05.2021 09:00 - 13.05.2021 10:00;266;2568
13.05.2021 10:00 - 13.05.2021 11:00;0;2980
13.05.2021 11:00 - 13.05.2021 12:00;0;2685
13.05.2021 12:00 - 13.05.2021 13:00;0;2881
13.05.2021 13:00 - 13.05.2021 14:00;0;2524
13.05.2021 14:00 - 13.05.2021 15:00;0;1832
13.05.2021 15:00 - 13.05.2021 16:00;0;3566
13.05.2021 16:00 - 13.05.2021 17:00;0;4351
13.05.2021 17:00 - 13.05.2021 18:00;0;3616
13.05.2021 18:00 - 13.05.2021 19:00;0;2624
13.05.2021 19:00 - 13.05.2021 20:00;457;2316
13.05.2021 20:00 - 13.05.2021 21:00;1018;2505
13.05.2021 21:00 - 13.05.2021 22:00;1399;2667
13.05.2021 22:00 - 13.05.2021 23:00;877;2579
13.05.2021 23:00 - 14.05.2021 00:00;486;2525
14.05.2021 00:00 - 14.05.2021 01:00;0;3868
14.05.2021 01:00 - 14.05.2021 02:00;0;4419
14.05.2021 02:00 - 14.05.2021 03:00;0;4618
14.05.2021 03:00 - 14.05.2021 04:00;0;4898
14.05.2021 04:00 - 14.05.2021 05:00;0;4984
14.05.2021 05:00 - 14.05.2021 06:00;0;4826
14.05.2021 06:00 - 14.05.2021 07:00;0;2803
14.05.2021 07:00 - 14.05.2021 08:00;0;2123
14.05.2021 08:00 - 14.05.2021 09:00;0;2420
14.05.2021 09:00 - 14.05.2021 10:00;0;3000
14.05.2021 10:00 - 14.05.2021 11:00;0;3635
14.05.2021 11:00 - 14.05.2021 12:00;0;4154
14.05.2021 12:00 - 14.05.2021 13:00;266;4481
14.05.2021 13:00 - 14.05.2021 14:00;89;4576
14.05.2021 14:00 - 14.05.2021 15:00;0;4833
14.05.2021 15:00 - 14.05.2021 16:00;0;5126
14.05.2021 16:00 - 14.05.2021 17:00;0;4932
14.05.2021 17:00 - 14.05.2021 18:00;0;4375
14.05.2021 18:00 - 14.05.2021 19:00;0;4618
14.05.2021 19:00 - 14.05.2021 20:00;0;2980
14.05.2021 20:00 - 14.05.2021 21:00;465;2498
14.05.2021 21:00 - 14.05.2021 22:00;1511;2558
14.05.2021 22:00 - 14.05.2021 23:00;1395;2679
14.05.2021 23:00 - 15.05.2021 00:00;846;3280
15.05.2021 00:00 - 15.05.2021 01:00;0;3265
15.05.2021 01:00 - 15.05.2021 02:00;150;4291
15.05.2021 02:00 - 15.05.2021 03:00;437;4792
15.05.2021 03:00 - 15.05.2021 04:00;235;4898
15.05.2021 04:00 - 15.05.2021 05:00;0;4755
15.05.2021 05:00 - 15.05.2021 06:00;0;4715
15.05.2021 06:00 - 15.05.2021 07:00;0;3663
15.05.2021 07:00 - 15.05.2021 08:00;0;3602
15.05.2021 08:00 - 15.05.2021 09:00;0;3635
15.05.2021 09:00 - 15.05.2021 10:00;0;3523
15.05.2021 10:00 - 15.05.2021 11:00;0;3946
15.05.2021 11:00 - 15.05.2021 12:00;0;3195
15.05.2021 12:00 - 15.05.2021 13:00;0;4728
15.05.2021 13:00 - 15.05.2021 14:00;0;4872
15.05.2021 14:00 - 15.05.2021 15:00;0;4386
15.05.2021 15:00 - 15.05.2021 16:00;0;4835
15.05.2021 16:00 - 15.05.2021 17:00;0;4816
15.05.2021 17:00 - 15.05.2021 18:00;0;4401
15.05.2021 18:00 - 15.05.2021 19:00;0;4054
15.05.2021 19:00 - 15.05.2021 20:00;0;4143
15.05.2021 20:00 - 15.05.2021 21:00;0;3124
15.05.2021 21:00 - 15.05.2021 22:00;0;1804
15.05.2021 22:00 - 15.05.2021 23:00;0;2153
15.05.2021 23:00 - 16.05.2021 00:00;0;2960
16.05.2021 00:00 - 16.05.2021 01:00;0;5016
16.05.2021 01:00 - 16.05.2021 02:00;0;5320
16.05.2021 02:00 - 16.05.2021 03:00;0;5347
16.05.2021 03:00 - 16.05.2021 04:00;0;4900
16.05.2021 04:00 - 16.05.2021 05:00;0;5342
16.05.2021 05:00 - 16.05.2021 06:00;0;5388
16.05.2021 06:00 - 16.05.2021 07:00;0;4735
16.05.2021 07:00 - 16.05.2021 08:00;0;4721
16.05.2021 08:00 - 16.05.2021 09:00;0;4609
16.05.2021 09:00 - 16.05.2021 10:00;0;3874
16.05.2021 10:00 - 16.05.2021 11:00;0;4669
16.05.2021 11:00 - 16.05.2021 12:00;0;5102
16.05.2021 12:00 - 16.05.2021 13:00;0;5337
16.05.2021 13:00 - 16.05.2021 14:00;0;5304
16.05.2021 14:00 - 16.05.2021 15:00;0;5203
16.05.2021 15:00 - 16.05.2021 16:00;0;4478
16.05.2021 16:00 - 16.05.2021 17:00;0;4393
16.05.2021 17:00 - 16.05.2021 18:00;0;4455
16.05.2021 18:00 - 16.05.2021 19:00;0;5423
16.05.2021 19:00 - 16.05.2021 20:00;0;5188
16.05.2021 20:00 - 16.05.2021 21:00;0;4277
16.05.2021 21:00 - 16.05.2021 22:00;0;2822
16.05.2021 22:00 - 16.05.2021 23:00;0;3167
16.05.2021 23:00 - 17.05.2021 00:00;222;4050
17.05.2021 00:00 - 17.05.2021 01:00;2317;5189
17.05.2021 01:00 - 17.05.2021 02:00;2256;4999
17.05.2021 02:00 - 17.05.2021 03:00;2821;4806
17.05.2021 03:00 - 17.05.2021 04:00;2873;4546
17.05.2021 04:00 - 17.05.2021 05:00;2940;4503
17.05.2021 05:00 - 17.05.2021 06:00;2921;4094
17.05.2021 06:00 - 17.05.2021 07:00;3411;2086
17.05.2021 07:00 - 17.05.2021 08:00;3110;2036
17.05.2021 08:00 - 17.05.2021 09:00;2746;1966
17.05.2021 09:00 - 17.05.2021 10:00;1426;1850
17.05.2021 10:00 - 17.05.2021 11:00;2144;2198
17.05.2021 11:00 - 17.05.2021 12:00;1650;2167
17.05.2021 12:00 - 17.05.2021 13:00;3313;3070
17.05.2021 13:00 - 17.05.2021 14:00;3283;3122
17.05.2021 14:00 - 17.05.2021 15:00;3171;3736
17.05.2021 15:00 - 17.05.2021 16:00;3053;5156
17.05.2021 16:00 - 17.05.2021 17:00;2983;5068
17.05.2021 17:00 - 17.05.2021 18:00;3089;4777
17.05.2021 18:00 - 17.05.2021 19:00;3305;4221
17.05.2021 19:00 - 17.05.2021 20:00;2478;2408
17.05.2021 20:00 - 17.05.2021 21:00;3961;1945
17.05.2021 21:00 - 17.05.2021 22:00;4800;2049
17.05.2021 22:00 - 17.05.2021 23:00;3720;2243
17.05.2021 23:00 - 18.05.2021 00:00;3522;2702
18.05.2021 00:00 - 18.05.2021 01:00;3154;2572
18.05.2021 01:00 - 18.05.2021 02:00;3265;2435
18.05.2021 02:00 - 18.05.2021 03:00;2957;2449
18.05.2021 03:00 - 18.05.2021 04:00;3139;2732
18.05.2021 04:00 - 18.05.2021 05:00;3111;2919
18.05.2021 05:00 - 18.05.2021 06:00;2770;2679
18.05.2021 06:00 - 18.05.2021 07:00;2283;2513
18.05.2021 07:00 - 18.05.2021 08:00;2354;2529
18.05.2021 08:00 - 18.05.2021 09:00;2518;2530
18.05.2021 09:00 - 18.05.2021 10:00;431;2562
18.05.2021 10:00 - 18.05.2021 11:00;0;2764
18.05.2021 11:00 - 18.05.2021 12:00;0;2885
18.05.2021 12:00 - 18.05.2021 13:00;49;3737
18.05.2021 13:00 - 18.05.2021 14:00;0;3630
18.05.2021 14:00 - 18.05.2021 15:00;0;4042
18.05.2021 15:00 - 18.05.2021 16:00;0;4885
18.05.2021 16:00 - 18.05.2021 17:00;0;5205
18.05.2021 17:00 - 18.05.2021 18:00;0;4604
18.05.2021 18:00 - 18.05.2021 19:00;0;4383
18.05.2021 19:00 - 18.05.2021 20:00;0;2947
18.05.2021 20:00 - 18.05.2021 21:00;364;2268
18.05.2021 21:00 - 18.05.2021 22:00;1346;2527
18.05.2021 22:00 - 18.05.2021 23:00;199;2464
18.05.2021 23:00 - 19.05.2021 00:00;641;2895
19.05.2021 00:00 - 19.05.2021 01:00;1345;3314
19.05.2021 01:00 - 19.05.2021 02:00;1496;3620
19.05.2021 02:00 - 19.05.2021 03:00;1723;3637
19.05.2021 03:00 - 19.05.2021 04:00;2335;3561
19.05.2021 04:00 - 19.05.2021 05:00;2384;3556
19.05.2021 05:00 - 19.05.2021 06:00;2255;3286
19.05.2021 06:00 - 19.05.2021 07:00;2239;3018
19.05.2021 07:00 - 19.05.2021 08:00;1388;3090
19.05.2021 08:00 - 19.05.2021 09:00;1357;3092
19.05.2021 09:00 - 19.05.2021 10:00;291;3131
19.05.2021 10:00 - 19.05.2021 11:00;1506;4014
19.05.2021 11:00 - 19.05.2021 12:00;2007;4205
19.05.2021 12:00 - 19.05.2021 13:00;3040;4372
19.05.2021 13:00 - 19.05.2021 14:00;3058;4680
19.05.2021 14:00 - 19.05.2021 15:00;3053;5288
19.05.2021 15:00 - 19.05.2021 16:00;2762;5856
19.05.2021 16:00 - 19.05.2021 17:00;2845;5991
19.05.2021 17:00 - 19.05.2021 18:00;2931;5205
19.05.2021 18:00 - 19.05.2021 19:00;1052;4258
19.05.2021 19:00 - 19.05.2021 20:00;192;2438
19.05.2021 20:00 - 19.05.2021 21:00;1229;2871
19.05.2021 21:00 - 19.05.2021 22:00;3694;1656
19.05.2021 22:00 - 19.05.2021 23:00;2648;3452
19.05.2021 23:00 - 20.05.2021 00:00;3237;3803
20.05.2021 00:00 - 20.05.2021 01:00;2827;1570
20.05.2021 01:00 - 20.05.2021 02:00;2854;3528
20.05.2021 02:00 - 20.05.2021 03:00;2838;4110
20.05.2021 03:00 - 20.05.2021 04:00;2857;3367
20.05.2021 04:00 - 20.05.2021 05:00;3043;3597
20.05.2021 05:00 - 20.05.2021 06:00;3072;3421
20.05.2021 06:00 - 20.05.2021 07:00;3092;1748
20.05.2021 07:00 - 20.05.2021 08:00;2822;1640
20.05.2021 08:00 - 20.05.2021 09:00;1733;1774
20.05.2021 09:00 - 20.05.2021 10:00;2591;2144
20.05.2021 10:00 - 20.05.2021 11:00;3450;3219
20.05.2021 11:00 - 20.05.2021 12:00;2909;3508
20.05.2021 12:00 - 20.05.2021 13:00;2972;3629
20.05.2021 13:00 - 20.05.2021 14:00;2704;3687
20.05.2021 14:00 - 20.05.2021 15:00;2838;3147
20.05.2021 15:00 - 20.05.2021 16:00;3194;4247
20.05.2021 16:00 - 20.05.2021 17:00;2990;4295
20.05.2021 17:00 - 20.05.2021 18:00;2943;3592
20.05.2021 18:00 - 20.05.2021 19:00;3239;3168
20.05.2021 19:00 - 20.05.2021 20:00;3311;1765
20.05.2021 20:00 - 20.05.2021 21:00;4678;0
20.05.2021 21:00 - 20.05.2021 22:00;5050;0
20.05.2021 22:00 - 20.05.2021 23:00;4432;1770
20.05.2021 23:00 - 21.05.2021 00:00;3454;1398
21.05.2021 00:00 - 21.05.2021 01:00;3761;0
21.05.2021 01:00 - 21.05.2021 02:00;3297;0
21.05.2021 02:00 - 21.05.2021 03:00;2809;0
21.05.2021 03:00 - 21.05.2021 04:00;2410;105
21.05.2021 04:00 - 21.05.2021 05:00;2800;0
21.05.2021 05:00 - 21.05.2021 06:00;3026;0
21.05.2021 06:00 - 21.05.2021 07:00;3279;453
21.05.2021 07:00 - 21.05.2021 08:00;3487;908
21.05.2021 08:00 - 21.05.2021 09:00;3837;1213
21.05.2021 09:00 - 21.05.2021 10:00;3386;590
21.05.2021 10:00 - 21.05.2021 11:00;3020;566
21.05.2021 11:00 - 21.05.2021 12:00;2973;904
21.05.2021 12:00 - 21.05.2021 13:00;3050;1213
21.05.2021 13:00 - 21.05.2021 14:00;3010;1556
21.05.2021 14:00 - 21.05.2021 15:00;3065;1876
21.05.2021 15:00 - 21.05.2021 16:00;2822;2957
21.05.2021 16:00 - 21.05.2021 17:00;2741;3022
21.05.2021 17:00 - 21.05.2021 18:00;2909;4607
21.05.2021 18:00 - 21.05.2021 19:00;2919;5115
21.05.2021 19:00 - 21.05.2021 20:00;2942;2918
21.05.2021 20:00 - 21.05.2021 21:00;2988;711
21.05.2021 21:00 - 21.05.2021 22:00;2733;319
21.05.2021 22:00 - 21.05.2021 23:00;2520;586
21.05.2021 23:00 - 22.05.2021 00:00;2517;658
22.05.2021 00:00 - 22.05.2021 01:00;2610;1040
22.05.2021 01:00 - 22.05.2021 02:00;2336;1317
22.05.2021 02:00 - 22.05.2021 03:00;2280;1178
22.05.2021 03:00 - 22.05.2021 04:00;2346;1142
22.05.2021 04:00 - 22.05.2021 05:00;2316;1056
22.05.2021 05:00 - 22.05.2021 06:00;2337;1033
22.05.2021 06:00 - 22.05.2021 07:00;2275;683
22.05.2021 07:00 - 22.05.2021 08:00;2392;398
22.05.2021 08:00 - 22.05.2021 09:00;2740;440
22.05.2021 09:00 - 22.05.2021 10:00;2710;395
22.05.2021 10:00 - 22.05.2021 11:00;2991;528
22.05.2021 11:00 - 22.05.2021 12:00;3130;879
22.05.2021 12:00 - 22.05.2021 13:00;3068;1374
22.05.2021 13:00 - 22.05.2021 14:00;2990;1727
22.05.2021 14:00 - 22.05.2021 15:00;2721;2295
22.05.2021 15:00 - 22.05.2021 16:00;2908;3505
22.05.2021 16:00 - 22.05.2021 17:00;2741;3432
22.05.2021 17:00 - 22.05.2021 18:00;2563;3064
22.05.2021 18:00 - 22.05.2021 19:00;2471;3838
22.05.2021 19:00 - 22.05.2021 20:00;2509;736
22.05.2021 20:00 - 22.05.2021 21:00;2689;201
22.05.2021 21:00 - 22.05.2021 22:00;3355;0
22.05.2021 22:00 - 22.05.2021 23:00;3099;0
22.05.2021 23:00 - 23.05.2021 00:00;2645;0
23.05.2021 00:00 - 23.05.2021 01:00;2749;321
23.05.2021 01:00 - 23.05.2021 02:00;2662;755
23.05.2021 02:00 - 23.05.2021 03:00;2570;1158
23.05.2021 03:00 - 23.05.2021 04:00;2365;1254
23.05.2021 04:00 - 23.05.2021 05:00;2203;1038
23.05.2021 05:00 - 23.05.2021 06:00;2215;994
23.05.2021 06:00 - 23.05.2021 07:00;2182;1027
23.05.2021 07:00 - 23.05.2021 08:00;2227;1156
23.05.2021 08:00 - 23.05.2021 09:00;2489;1195
23.05.2021 09:00 - 23.05.2021 10:00;2396;1255
23.05.2021 10:00 - 23.05.2021 11:00;2713;1448
23.05.2021 11:00 - 23.05.2021 12:00;2860;1392
23.05.2021 12:00 - 23.05.2021 13:00;2973;1478
23.05.2021 13:00 - 23.05.2021 14:00;2826;1510
23.05.2021 14:00 - 23.05.2021 15:00;2654;1313
23.05.2021 15:00 - 23.05.2021 16:00;2786;2248
23.05.2021 16:00 - 23.05.2021 17:00;2871;1685
23.05.2021 17:00 - 23.05.2021 18:00;2987;1290
23.05.2021 18:00 - 23.05.2021 19:00;2852;2696
23.05.2021 19:00 - 23.05.2021 20:00;2573;809
23.05.2021 20:00 - 23.05.2021 21:00;2951;32
23.05.2021 21:00 - 23.05.2021 22:00;2981;242
23.05.2021 22:00 - 23.05.2021 23:00;3049;646
23.05.2021 23:00 - 24.05.2021 00:00;3066;1300
24.05.2021 00:00 - 24.05.2021 01:00;3190;1154
24.05.2021 01:00 - 24.05.2021 02:00;3197;1393
