Time (CET);Demand;Imports;Exports;Price;Hydro;Nuclear;Other renewable;Solar;Wind
12.03.2021 14:00 - 12.03.2021 15:00;31662;2477;3192;29.41;5086;7105;103;8119;9409
12.03.2021 15:00 - 12.03.2021 16:00;30359;1510;2367;31.82;5662;7107;107;7403;9819
12.03.2021 16:00 - 12.03.2021 17:00;29605;474;2213;30.99;5208;7105;106;6807;9872
12.03.2021 17:00 - 12.03.2021 18:00;29192;367;1084;41.53;5977;7105;105;5283;8867
12.03.2021 18:00 - 12.03.2021 19:00;29210;927;0;50.82;6645;7105;106;2295;7419
12.03.2021 19:00 - 12.03.2021 20:00;31219;1970;0;55.01;8329;7104;109;561;6367
12.03.2021 20:00 - 12.03.2021 21:00;32646;2979;0;52.57;9114;7100;108;347;6345
12.03.2021 21:00 - 12.03.2021 22:00;31897;2941;144;52.01;9124;7105;108;282;5939
12.03.2021 22:00 - 12.03.2021 23:00;29778;3218;0;51.03;7739;7104;101;254;5340
12.03.2021 23:00 - 13.03.2021 00:00;27260;2880;733;46.88;6670;7106;103;202;5019
13.03.2021 00:00 - 13.03.2021 01:00;25309;3313;674;41.5;5064;7107;99;137;4936
13.03.2021 01:00 - 13.03.2021 02:00;23752;3236;914;29.5;5854;7108;96;91;4772
13.03.2021 02:00 - 13.03.2021 03:00;22644;3045;1417;27.73;6297;7109;97;71;4968
13.03.2021 03:00 - 13.03.2021 04:00;22099;3033;1697;26;5936;7111;95;43;5310
13.03.2021 04:00 - 13.03.2021 05:00;21946;2936;823;27.73;5121;7110;95;41;5373
13.03.2021 05:00 - 13.03.2021 06:00;21959;3076;934;26.92;5174;7109;95;41;5144
13.03.2021 06:00 - 13.03.2021 07:00;22632;3127;368;28.05;5163;7110;96;40;4970
13.03.2021 07:00 - 13.03.2021 08:00;23423;2974;209;28.28;4627;7109;96;162;4883
13.03.2021 08:00 - 13.03.2021 09:00;24997;2594;0;32.12;4823;7110;99;1996;4821
13.03.2021 09:00 - 13.03.2021 10:00;27278;2295;0;29.01;4451;7109;99;5288;4411
13.03.2021 10:00 - 13.03.2021 11:00;28094;2817;1212;26.91;4053;7108;102;8073;4715
13.03.2021 11:00 - 13.03.2021 12:00;28230;2868;1853;23;5278;7106;102;9301;5327
13.03.2021 12:00 - 13.03.2021 13:00;27666;2342;2053;23.4;5240;7042;102;9507;5548
13.03.2021 13:00 - 13.03.2021 14:00;27778;2932;1944;19.9;6040;6913;98;9575;5703
13.03.2021 14:00 - 13.03.2021 15:00;27253;2890;1941;19.4;6340;6783;100;9633;5864
13.03.2021 15:00 - 13.03.2021 16:00;26017;2258;2367;5.41;6281;6655;99;9516;6352
13.03.2021 16:00 - 13.03.2021 17:00;25345;2043;2165;4.04;6216;6498;101;8912;6512
13.03.2021 17:00 - 13.03.2021 18:00;24929;1338;1428;16.83;6286;6365;101;6921;7080
13.03.2021 18:00 - 13.03.2021 19:00;25264;255;0;32.5;5752;6245;106;3383;7509
13.03.2021 19:00 - 13.03.2021 20:00;27604;1355;0;45.99;7280;6140;103;1144;7279
13.03.2021 20:00 - 13.03.2021 21:00;29581;2036;0;43.84;7660;6094;102;866;7809
13.03.2021 21:00 - 13.03.2021 22:00;29757;3028;165;43.19;6786;6097;101;843;8321
13.03.2021 22:00 - 13.03.2021 23:00;28196;1717;454;33.25;7577;6097;101;785;8248
13.03.2021 23:00 - 14.03.2021 00:00;25461;1348;776;31.57;6966;6097;102;536;7877
14.03.2021 00:00 - 14.03.2021 01:00;23487;1787;1104;24.45;5328;6098;96;287;8181
14.03.2021 01:00 - 14.03.2021 02:00;21825;1684;1067;22.2;5399;6099;97;157;7672
14.03.2021 02:00 - 14.03.2021 03:00;20789;1472;807;19.99;5717;6097;100;41;7141
14.03.2021 03:00 - 14.03.2021 04:00;20194;2735;819;17.2;6032;6024;99;26;7004
14.03.2021 04:00 - 14.03.2021 05:00;20032;2484;533;17.04;6241;5849;99;26;7098
14.03.2021 05:00 - 14.03.2021 06:00;20098;2578;751;14.79;6088;5756;101;26;7349
14.03.2021 06:00 - 14.03.2021 07:00;20532;1219;395;18.33;5583;5752;100;25;7836
14.03.2021 07:00 - 14.03.2021 08:00;20654;884;480;18;5631;5756;98;142;7955
14.03.2021 08:00 - 14.03.2021 09:00;21716;0;518;18;6015;5752;101;2229;7812
14.03.2021 09:00 - 14.03.2021 10:00;24167;0;538;19.91;6457;5751;102;5695;7969
14.03.2021 10:00 - 14.03.2021 11:00;25808;0;489;14.34;7200;5752;105;8452;8342
14.03.2021 11:00 - 14.03.2021 12:00;26369;0;521;14;6927;5742;106;9410;8766
14.03.2021 12:00 - 14.03.2021 13:00;26217;0;1390;14;6263;5755;101;9637;8845
14.03.2021 13:00 - 14.03.2021 14:00;26507;911;2288;10.07;6027;5759;104;9677;8404
14.03.2021 14:00 - 14.03.2021 15:00;26316;1047;2843;9.49;6096;5751;102;9778;8161
14.03.2021 15:00 - 14.03.2021 16:00;24982;395;3261;5;5847;5758;102;9559;8028
14.03.2021 16:00 - 14.03.2021 17:00;23994;144;2466;11;5748;5754;101;8880;7567
14.03.2021 17:00 - 14.03.2021 18:00;23790;0;1656;25.8;6060;5751;100;6976;8907
14.03.2021 18:00 - 14.03.2021 19:00;24159;468;0;42.86;5627;5751;100;3304;9351
14.03.2021 19:00 - 14.03.2021 20:00;26747;1560;0;56.56;6486;5758;99;964;9522
14.03.2021 20:00 - 14.03.2021 21:00;29222;1115;0;55.18;7433;5776;97;679;9718
14.03.2021 21:00 - 14.03.2021 22:00;29133;980;0;49.86;6244;5799;99;667;9323
14.03.2021 22:00 - 14.03.2021 23:00;27613;1767;0;46.9;5435;5821;97;665;9212
14.03.2021 23:00 - 15.03.2021 00:00;25390;912;0;44.1;4683;5840;98;639;9128
15.03.2021 00:00 - 15.03.2021 01:00;23386;588;1294;46.73;4275;5860;96;461;8969
15.03.2021 01:00 - 15.03.2021 02:00;22126;0;916;41.04;4446;5888;97;274;8556
15.03.2021 02:00 - 15.03.2021 03:00;21336;0;422;37.28;3977;5917;95;142;8538
15.03.2021 03:00 - 15.03.2021 04:00;21034;0;248;35.03;3983;5942;97;138;8600
15.03.2021 04:00 - 15.03.2021 05:00;21239;0;236;33.41;3897;5960;96;86;8752
15.03.2021 05:00 - 15.03.2021 06:00;22213;12;0;40.92;3777;5983;100;64;8863
15.03.2021 06:00 - 15.03.2021 07:00;25449;1160;0;50.76;5748;6004;99;63;8995
15.03.2021 07:00 - 15.03.2021 08:00;29057;2272;0;54.01;7657;6030;100;206;9068
15.03.2021 08:00 - 15.03.2021 09:00;31764;2927;0;54.33;7725;6047;101;2402;8918
15.03.2021 09:00 - 15.03.2021 10:00;33076;1743;0;52.64;6804;6065;99;5972;8893
15.03.2021 10:00 - 15.03.2021 11:00;33327;829;0;51.29;6485;6088;102;8677;8601
15.03.2021 11:00 - 15.03.2021 12:00;32968;0;88;50.42;5836;6095;107;9450;8278
15.03.2021 12:00 - 15.03.2021 13:00;32829;0;386;48.47;5918;6094;107;9700;8098
15.03.2021 13:00 - 15.03.2021 14:00;32618;0;1132;46.24;5604;6093;109;9664;8357
15.03.2021 14:00 - 15.03.2021 15:00;31633;0;1840;43.17;5152;6090;107;9730;8407
15.03.2021 15:00 - 15.03.2021 16:00;30617;0;1792;40.27;4503;6087;105;9474;8732
15.03.2021 16:00 - 15.03.2021 17:00;29798;0;1408;43.78;4445;6084;108;8587;9098
15.03.2021 17:00 - 15.03.2021 18:00;29437;0;1216;48.27;5183;6086;108;6604;9490
15.03.2021 18:00 - 15.03.2021 19:00;29422;0;107;50.51;6471;6086;110;3013;10047
15.03.2021 19:00 - 15.03.2021 20:00;31844;1019;0;57.94;8057;6089;110;845;11349
15.03.2021 20:00 - 15.03.2021 21:00;33966;1313;0;59.93;9412;6093;110;646;12257
15.03.2021 21:00 - 15.03.2021 22:00;32882;822;0;55.9;8535;6094;108;614;12813
15.03.2021 22:00 - 15.03.2021 23:00;30320;27;0;50.76;7806;6096;103;564;12594
15.03.2021 23:00 - 16.03.2021 00:00;27450;276;0;48.94;5333;6097;103;446;12695
16.03.2021 00:00 - 16.03.2021 01:00;25519;432;0;43.19;5431;6096;101;317;12950
16.03.2021 01:00 - 16.03.2021 02:00;23972;144;0;39.59;5844;6093;102;180;13042
16.03.2021 02:00 - 16.03.2021 03:00;23213;0;204;28.48;5653;6093;101;92;12981
16.03.2021 03:00 - 16.03.2021 04:00;22780;0;311;27.38;5808;6093;99;90;13203
16.03.2021 04:00 - 16.03.2021 05:00;22839;0;318;24.42;5587;6093;97;90;13163
16.03.2021 05:00 - 16.03.2021 06:00;23626;0;312;25.8;6173;6093;99;73;13055
16.03.2021 06:00 - 16.03.2021 07:00;26244;0;72;27.42;6318;6095;103;58;12805
16.03.2021 07:00 - 16.03.2021 08:00;29517;1447;0;41.57;6335;6096;100;213;12756
16.03.2021 08:00 - 16.03.2021 09:00;31760;1608;0;44.21;6712;6095;100;2402;12546
16.03.2021 09:00 - 16.03.2021 10:00;32662;134;0;39.96;6205;6094;100;5914;12210
16.03.2021 10:00 - 16.03.2021 11:00;33070;0;47;37.47;4828;6092;102;8622;12309
16.03.2021 11:00 - 16.03.2021 12:00;32925;0;589;35.85;4484;6093;100;9494;12242
16.03.2021 12:00 - 16.03.2021 13:00;32658;0;1023;32.19;4077;6091;99;9723;12443
16.03.2021 13:00 - 16.03.2021 14:00;32430;0;1299;30.57;4013;6090;101;9799;12739
16.03.2021 14:00 - 16.03.2021 15:00;31599;0;1576;28.48;4332;6091;102;9794;12890
16.03.2021 15:00 - 16.03.2021 16:00;30520;0;2569;26.76;4561;6091;100;9483;13221
16.03.2021 16:00 - 16.03.2021 17:00;29717;0;2302;25.8;4873;6089;101;8635;13468
16.03.2021 17:00 - 16.03.2021 18:00;29380;0;2228;26.83;5357;6089;101;6715;13859
16.03.2021 18:00 - 16.03.2021 19:00;29488;0;1621;28.49;7152;6090;102;3067;14259
16.03.2021 19:00 - 16.03.2021 20:00;32061;323;0;46.9;8683;6089;101;963;14529
16.03.2021 20:00 - 16.03.2021 21:00;34218;1253;0;50.76;9676;6089;102;744;14576
16.03.2021 21:00 - 16.03.2021 22:00;33260;1115;0;48.34;9191;6090;103;710;14519
16.03.2021 22:00 - 16.03.2021 23:00;30546;683;0;39.96;8032;6091;103;661;14218
16.03.2021 23:00 - 17.03.2021 00:00;27586;0;255;27.93;6777;6092;104;567;13694
17.03.2021 00:00 - 17.03.2021 01:00;25823;1000;0;21.6;4996;6092;100;431;13539
17.03.2021 01:00 - 17.03.2021 02:00;24278;724;0;17.09;4660;6091;100;267;13889
17.03.2021 02:00 - 17.03.2021 03:00;23467;847;0;15.49;5091;6091;99;174;14187
17.03.2021 03:00 - 17.03.2021 04:00;23067;648;0;15.2;5205;6091;98;111;14504
17.03.2021 04:00 - 17.03.2021 05:00;23003;438;0;14.35;5123;6093;98;102;14581
17.03.2021 05:00 - 17.03.2021 06:00;23720;486;0;15.6;5056;6095;97;83;14619
17.03.2021 06:00 - 17.03.2021 07:00;26339;559;0;20;5116;6095;102;82;14485
17.03.2021 07:00 - 17.03.2021 08:00;29527;2843;0;24.6;5241;6095;101;265;14531
17.03.2021 08:00 - 17.03.2021 09:00;31940;3132;0;28.57;5641;6095;100;2641;14236
17.03.2021 09:00 - 17.03.2021 10:00;32804;1705;0;23.4;5366;6093;101;6222;14119
17.03.2021 10:00 - 17.03.2021 11:00;33059;538;0;20.57;5526;6093;98;8838;14533
17.03.2021 11:00 - 17.03.2021 12:00;32749;0;391;15.4;5477;6092;99;9516;14777
17.03.2021 12:00 - 17.03.2021 13:00;32481;0;1107;15.05;5465;6088;96;9781;14985
17.03.2021 13:00 - 17.03.2021 14:00;32375;0;1237;13.2;5450;6089;96;9887;14743
17.03.2021 14:00 - 17.03.2021 15:00;31436;0;1912;10.04;5491;6091;100;9858;14880
17.03.2021 15:00 - 17.03.2021 16:00;30604;0;2308;8.75;5368;6091;103;9580;15184
17.03.2021 16:00 - 17.03.2021 17:00;29882;0;2318;8.43;5370;6091;103;8751;15425
17.03.2021 17:00 - 17.03.2021 18:00;29555;0;1755;11.76;5859;6092;104;6960;15728
17.03.2021 18:00 - 17.03.2021 19:00;29331;0;556;15.49;5923;6093;102;3379;15913
17.03.2021 19:00 - 17.03.2021 20:00;31595;1105;0;21;7090;6094;101;895;15641
17.03.2021 20:00 - 17.03.2021 21:00;33748;1823;0;27;8906;6094;103;571;15464
17.03.2021 21:00 - 17.03.2021 22:00;32950;1481;0;22.3;8794;6096;104;557;15310
17.03.2021 22:00 - 17.03.2021 23:00;30354;530;0;15.9;7971;6097;104;555;14417
17.03.2021 23:00 - 18.03.2021 00:00;27428;261;0;15.6;5125;6098;103;538;14376
18.03.2021 00:00 - 18.03.2021 01:00;25860;245;0;21.53;5179;6097;100;455;14071
18.03.2021 01:00 - 18.03.2021 02:00;24224;684;0;21.89;4322;6097;99;259;13372
18.03.2021 02:00 - 18.03.2021 03:00;23468;872;0;21.89;4139;6099;98;100;12545
18.03.2021 03:00 - 18.03.2021 04:00;23000;1348;0;21.89;4106;6100;99;57;11578
18.03.2021 04:00 - 18.03.2021 05:00;23027;1756;0;25.77;3853;6098;98;56;11178
18.03.2021 05:00 - 18.03.2021 06:00;23626;1548;0;24.57;4098;6100;97;39;11127
18.03.2021 06:00 - 18.03.2021 07:00;26252;1605;0;30;5530;6100;97;49;10800
18.03.2021 07:00 - 18.03.2021 08:00;29480;2296;0;38.01;7573;6099;103;211;11013
18.03.2021 08:00 - 18.03.2021 09:00;31697;2658;0;43.28;7354;6100;110;2155;11218
18.03.2021 09:00 - 18.03.2021 10:00;32724;836;0;37.03;6756;6100;107;5343;11666
18.03.2021 10:00 - 18.03.2021 11:00;33016;0;730;32.2;7082;6100;109;7318;12117
18.03.2021 11:00 - 18.03.2021 12:00;33210;0;224;34.93;6294;6102;109;7460;12292
18.03.2021 12:00 - 18.03.2021 13:00;33367;297;0;36.95;5825;6100;109;7475;12392
18.03.2021 13:00 - 18.03.2021 14:00;33240;0;342;37.03;5699;6102;110;7664;12701
18.03.2021 14:00 - 18.03.2021 15:00;32270;0;1036;34.33;5179;6102;112;7569;13188
18.03.2021 15:00 - 18.03.2021 16:00;31226;0;1984;29.01;4401;6102;113;7368;13669
18.03.2021 16:00 - 18.03.2021 17:00;30619;0;1698;24.57;3913;6101;113;6760;13946
18.03.2021 17:00 - 18.03.2021 18:00;30382;0;1506;25.97;3604;6102;114;5508;14389
18.03.2021 18:00 - 18.03.2021 19:00;30544;0;959;32.09;5811;6102;115;3019;14331
18.03.2021 19:00 - 18.03.2021 20:00;32374;426;0;43.53;7056;6102;117;890;14452
18.03.2021 20:00 - 18.03.2021 21:00;34132;570;0;52.01;8932;6101;115;558;14350
18.03.2021 21:00 - 18.03.2021 22:00;33248;947;0;44.9;8228;6102;113;544;14293
18.03.2021 22:00 - 18.03.2021 23:00;30613;653;0;38.58;6541;6101;112;522;14046
18.03.2021 23:00 - 19.03.2021 00:00;27768;0;442;34.57;5418;6101;112;474;13778
19.03.2021 00:00 - 19.03.2021 01:00;25856;528;0;30.13;3799;6101;102;320;13362
19.03.2021 01:00 - 19.03.2021 02:00;24244;568;0;26.82;3138;6102;105;140;12982
19.03.2021 02:00 - 19.03.2021 03:00;23287;647;0;26.75;3466;6101;103;107;12518
19.03.2021 03:00 - 19.03.2021 04:00;22898;806;0;26.75;3575;6101;106;84;11979
19.03.2021 04:00 - 19.03.2021 05:00;22674;978;0;27.74;3824;6102;106;41;11703
19.03.2021 05:00 - 19.03.2021 06:00;23056;1498;0;27.87;3759;6102;107;41;11331
19.03.2021 06:00 - 19.03.2021 07:00;24477;1168;0;26.74;3799;6104;105;40;10995
19.03.2021 07:00 - 19.03.2021 08:00;26501;1717;0;30.65;4758;6103;104;158;11157
19.03.2021 08:00 - 19.03.2021 09:00;28543;1676;0;30.76;5816;6101;108;1680;10589
19.03.2021 09:00 - 19.03.2021 10:00;30412;856;0;30;6098;6101;109;3915;10472
19.03.2021 10:00 - 19.03.2021 11:00;31318;285;0;30;5805;6101;108;5686;10535
19.03.2021 11:00 - 19.03.2021 12:00;31445;0;530;27.87;5457;6101;111;6340;11024
19.03.2021 12:00 - 19.03.2021 13:00;31590;0;1262;26.74;5274;6100;110;6265;11811
19.03.2021 13:00 - 19.03.2021 14:00;31622;0;862;26.74;5133;6100;108;6013;12405
19.03.2021 14:00 - 19.03.2021 15:00;30421;0;841;23.4;4167;6101;110;5647;13814
19.03.2021 15:00 - 19.03.2021 16:00;29254;0;870;23.13;4075;6099;109;5269;14505
19.03.2021 16:00 - 19.03.2021 17:00;28595;0;968;21.1;3927;6099;109;4584;15061
19.03.2021 17:00 - 19.03.2021 18:00;28217;0;1274;23.13;4175;6099;108;3745;15247
19.03.2021 18:00 - 19.03.2021 19:00;28282;0;497;27.87;3779;6099;109;1992;15312
19.03.2021 19:00 - 19.03.2021 20:00;30105;786;0;37.47;4914;6100;102;450;15054
19.03.2021 20:00 - 19.03.2021 21:00;31905;1160;0;46.85;6516;6100;106;164;14823
19.03.2021 21:00 - 19.03.2021 22:00;31577;1443;0;46.57;6502;6101;108;92;14367
19.03.2021 22:00 - 19.03.2021 23:00;29920;1511;0;36.03;5527;6101;108;87;14118
19.03.2021 23:00 - 20.03.2021 00:00;27428;1147;0;30.76;3732;6101;107;63;14093
20.03.2021 00:00 - 20.03.2021 01:00;25476;1353;0;24.08;3742;6101;99;17;13918
20.03.2021 01:00 - 20.03.2021 02:00;23838;606;0;20.6;4396;6102;97;11;13566
20.03.2021 02:00 - 20.03.2021 03:00;22641;705;0;20.4;4376;6100;97;10;13705
20.03.2021 03:00 - 20.03.2021 04:00;22042;781;0;19.99;4970;6102;98;9;13890
20.03.2021 04:00 - 20.03.2021 05:00;21841;869;0;19.9;5042;6101;98;2;14223
20.03.2021 05:00 - 20.03.2021 06:00;22010;518;0;19.98;5337;6101;97;2;14337
20.03.2021 06:00 - 20.03.2021 07:00;22697;580;0;19.9;5235;6101;93;2;14858
20.03.2021 07:00 - 20.03.2021 08:00;23324;854;127;19.9;5152;6100;93;186;15204
20.03.2021 08:00 - 20.03.2021 09:00;25438;0;121;18.49;5367;6099;101;2471;15128
20.03.2021 09:00 - 20.03.2021 10:00;28013;0;426;18.28;4612;6099;103;5636;15510
20.03.2021 10:00 - 20.03.2021 11:00;29457;0;879;16.67;4735;6100;103;7986;15980
20.03.2021 11:00 - 20.03.2021 12:00;29735;0;1636;13.01;5140;6100;100;8608;16436
20.03.2021 12:00 - 20.03.2021 13:00;29486;0;2106;12.44;5535;6099;98;8525;16557
20.03.2021 13:00 - 20.03.2021 14:00;29654;0;2138;16;5704;6101;100;8510;16378
20.03.2021 14:00 - 20.03.2021 15:00;29182;0;2227;16.67;5356;6101;104;8183;16092
20.03.2021 15:00 - 20.03.2021 16:00;27626;0;2767;16.1;4726;6101;103;7939;15740
20.03.2021 16:00 - 20.03.2021 17:00;26827;0;2420;15.01;4519;6101;104;7227;15907
20.03.2021 17:00 - 20.03.2021 18:00;26542;0;2154;18.49;4367;6100;102;5803;15604
20.03.2021 18:00 - 20.03.2021 19:00;26598;0;430;20.7;3260;6101;102;3094;15098
20.03.2021 19:00 - 20.03.2021 20:00;28685;968;0;30.65;4101;6100;107;843;14593
20.03.2021 20:00 - 20.03.2021 21:00;30835;1446;0;46.01;5848;6100;107;503;14428
20.03.2021 21:00 - 20.03.2021 22:00;31047;1775;0;45.27;6287;6100;103;483;14139
20.03.2021 22:00 - 20.03.2021 23:00;29425;1914;0;34.57;4927;6100;100;461;13733
20.03.2021 23:00 - 21.03.2021 00:00;27043;564;0;29.42;3932;6101;101;383;13487
21.03.2021 00:00 - 21.03.2021 01:00;24714;0;326;34.33;3024;6101;98;355;13650
21.03.2021 01:00 - 21.03.2021 02:00;22830;0;243;26.24;3714;6100;97;278;13379
21.03.2021 02:00 - 21.03.2021 03:00;21598;0;581;24.43;3823;6102;96;203;12978
21.03.2021 03:00 - 21.03.2021 04:00;21173;0;801;23.99;3347;6102;93;122;12720
21.03.2021 04:00 - 21.03.2021 05:00;20987;0;683;24.43;3372;6102;94;120;12689
21.03.2021 05:00 - 21.03.2021 06:00;21028;0;826;23.99;3498;6103;99;120;12497
21.03.2021 06:00 - 21.03.2021 07:00;21338;0;2119;26.99;3806;6104;99;120;12272
21.03.2021 07:00 - 21.03.2021 08:00;21444;0;2477;24.01;3592;6104;98;392;12081
21.03.2021 08:00 - 21.03.2021 09:00;22821;0;2494;20.6;3563;6104;98;2994;11522
21.03.2021 09:00 - 21.03.2021 10:00;25089;0;2852;19.99;3793;6102;97;6554;11561
21.03.2021 10:00 - 21.03.2021 11:00;26814;0;2794;19.6;4810;6101;98;9026;12128
21.03.2021 11:00 - 21.03.2021 12:00;27269;0;3450;19.99;4999;6100;98;9766;12315
21.03.2021 12:00 - 21.03.2021 13:00;27059;0;3794;20.6;4796;6100;100;10085;12208
21.03.2021 13:00 - 21.03.2021 14:00;27366;0;4034;23.4;4514;6100;99;10165;12190
21.03.2021 14:00 - 21.03.2021 15:00;26979;0;4441;21.2;4282;6100;100;10079;12092
21.03.2021 15:00 - 21.03.2021 16:00;25553;0;4650;20.6;4162;6098;98;9738;12306
21.03.2021 16:00 - 21.03.2021 17:00;24793;0;4809;20;4234;6100;99;9081;12367
21.03.2021 17:00 - 21.03.2021 18:00;24449;0;4840;21.55;4085;6099;98;7112;12614
21.03.2021 18:00 - 21.03.2021 19:00;24836;0;3967;38.08;3121;6100;97;3615;12687
21.03.2021 19:00 - 21.03.2021 20:00;27369;0;1562;53.23;5130;6099;98;1023;12532
21.03.2021 20:00 - 21.03.2021 21:00;30294;723;0;59.18;7360;6098;99;626;13079
21.03.2021 21:00 - 21.03.2021 22:00;30347;352;0;54.8;6264;6096;100;619;13402
21.03.2021 22:00 - 21.03.2021 23:00;28711;220;0;55.27;5772;6097;98;635;13230
21.03.2021 23:00 - 22.03.2021 00:00;26328;0;1314;50.1;4205;6098;98;633;12757
22.03.2021 00:00 - 22.03.2021 01:00;24373;0;3887;49.55;3196;6099;92;607;12341
22.03.2021 01:00 - 22.03.2021 02:00;22831;0;3926;48.74;3213;6098;93;511;12185
22.03.2021 02:00 - 22.03.2021 03:00;21890;0;3759;47.76;3039;6098;91;395;12229
22.03.2021 03:00 - 22.03.2021 04:00;21477;0;4578;47.01;3126;6099;92;245;12307
22.03.2021 04:00 - 22.03.2021 05:00;21582;0;4377;47.4;3400;6098;92;168;12194
22.03.2021 05:00 - 22.03.2021 06:00;22492;0;4089;50.56;3727;6099;91;144;11964
22.03.2021 06:00 - 22.03.2021 07:00;25654;0;2679;55;4223;6100;93;127;11955
22.03.2021 07:00 - 22.03.2021 08:00;29170;323;2426;56.03;6210;6100;92;401;11725
22.03.2021 08:00 - 22.03.2021 09:00;32196;1116;2568;57.11;6870;6099;95;2984;11062
22.03.2021 09:00 - 22.03.2021 10:00;33290;583;2233;54.86;5268;6098;97;6508;10953
22.03.2021 10:00 - 22.03.2021 11:00;33758;0;2402;54.51;4326;6097;96;8937;10744
22.03.2021 11:00 - 22.03.2021 12:00;33638;0;2354;54.37;3999;6095;95;9874;10426
22.03.2021 12:00 - 22.03.2021 13:00;33424;0;2821;54.42;4437;6095;100;10150;10083
22.03.2021 13:00 - 22.03.2021 14:00;33189;0;2581;54.81;4136;6096;100;10215;9870
22.03.2021 14:00 - 22.03.2021 15:00;32182;0;3274;52.51;3844;6096;106;10148;9458
22.03.2021 15:00 - 22.03.2021 16:00;31201;0;4233;51.01;4299;6097;108;9629;9223
22.03.2021 16:00 - 22.03.2021 17:00;30471;0;3868;54.01;4373;6096;106;8634;9018
22.03.2021 17:00 - 22.03.2021 18:00;30137;137;2613;57.01;4012;6096;100;6624;8683
22.03.2021 18:00 - 22.03.2021 19:00;30050;771;2270;60.16;6264;6098;102;3340;8144
22.03.2021 19:00 - 22.03.2021 20:00;32345;2337;2263;74.69;8754;6096;104;985;7872
22.03.2021 20:00 - 22.03.2021 21:00;34753;2407;2148;75;9642;6097;102;674;7845
22.03.2021 21:00 - 22.03.2021 22:00;33867;1783;606;65.43;9176;6099;104;661;7837
22.03.2021 22:00 - 22.03.2021 23:00;31067;1736;2537;60.8;8967;6098;104;653;7413
22.03.2021 23:00 - 23.03.2021 00:00;28050;1084;2638;56.31;7249;6099;105;573;6850
23.03.2021 00:00 - 23.03.2021 01:00;25949;1364;2701;60.59;4372;6100;103;477;6454
23.03.2021 01:00 - 23.03.2021 02:00;24416;2488;3617;56.57;3408;6099;102;355;6176
23.03.2021 02:00 - 23.03.2021 03:00;23375;2974;3837;55;3142;6100;102;294;5597
23.03.2021 03:00 - 23.03.2021 04:00;23173;3055;4053;55.01;3134;6099;106;203;4824
23.03.2021 04:00 - 23.03.2021 05:00;23031;3051;4232;56.39;3557;6089;109;131;4088
23.03.2021 05:00 - 23.03.2021 06:00;23800;2898;3579;58.66;3853;6099;109;107;3633
23.03.2021 06:00 - 23.03.2021 07:00;26497;1763;3191;65.25;6583;6099;108;96;3371
23.03.2021 07:00 - 23.03.2021 08:00;29926;3552;2735;74.37;8137;6099;105;443;3006
23.03.2021 08:00 - 23.03.2021 09:00;32465;3762;2700;75.9;8605;6099;107;3165;2260
23.03.2021 09:00 - 23.03.2021 10:00;33373;2033;2698;69.2;7754;6098;108;6862;1424
23.03.2021 10:00 - 23.03.2021 11:00;33513;1048;2719;63.46;7093;6098;110;9279;1028
23.03.2021 11:00 - 23.03.2021 12:00;33199;1680;2585;60.98;6286;6100;107;10000;1054
23.03.2021 12:00 - 23.03.2021 13:00;33011;1793;2543;60.78;5872;6098;104;10252;1304
23.03.2021 13:00 - 23.03.2021 14:00;32494;2416;2492;60.48;4681;6099;105;10253;1666
23.03.2021 14:00 - 23.03.2021 15:00;31560;2737;3001;57.83;4055;6096;106;10269;2204
23.03.2021 15:00 - 23.03.2021 16:00;30639;2513;3473;57.76;4222;6096;107;9946;2610
23.03.2021 16:00 - 23.03.2021 17:00;29902;1339;3193;60.02;4669;6095;107;9198;2915
23.03.2021 17:00 - 23.03.2021 18:00;29726;803;2596;64.64;5519;6095;103;7451;2990
23.03.2021 18:00 - 23.03.2021 19:00;29840;2781;2376;71.09;7578;6094;102;3857;2683
23.03.2021 19:00 - 23.03.2021 20:00;31768;3784;2338;83.49;9304;6094;105;1069;2499
23.03.2021 20:00 - 23.03.2021 21:00;34204;5288;2182;76.25;10007;6095;107;678;2483
23.03.2021 21:00 - 23.03.2021 22:00;33338;4774;2219;72.62;9757;6097;108;651;2096
23.03.2021 22:00 - 23.03.2021 23:00;30706;4276;2228;66.4;8674;6098;109;650;1723
23.03.2021 23:00 - 24.03.2021 00:00;27724;3830;2184;64.57;7509;6100;109;646;1366
24.03.2021 00:00 - 24.03.2021 01:00;25867;4037;2784;63.01;6944;6099;107;545;1080
24.03.2021 01:00 - 24.03.2021 02:00;24298;3845;2840;62.34;6454;6097;108;425;928
24.03.2021 02:00 - 24.03.2021 03:00;23339;3446;2936;61.51;6289;6092;108;323;792
24.03.2021 03:00 - 24.03.2021 04:00;22933;3533;2984;61.47;6331;6091;109;214;755
24.03.2021 04:00 - 24.03.2021 05:00;22883;3227;3505;61.51;6500;6095;111;90;799
24.03.2021 05:00 - 24.03.2021 06:00;23606;2982;3468;61.83;6799;6096;109;66;772
24.03.2021 06:00 - 24.03.2021 07:00;26154;2769;3478;64.97;7425;6097;108;56;723
24.03.2021 07:00 - 24.03.2021 08:00;29305;3628;2849;74.21;8710;6098;107;397;611
24.03.2021 08:00 - 24.03.2021 09:00;31772;3973;2909;75.76;8581;6098;107;2938;447
